,Track name,artists,genre
6094,Living Bad Dreams,Judas Priest,metalcore
6198,Future Breed Machine,Meshuggah,metalcore
6371,Ghost Division,Sabaton,metalcore
5818,Mirror Mirror - Remastered 2007,Blind Guardian,metalcore
5748,Oden Owns You All,Amon Amarth,metalcore
6206,Combustion,Meshuggah,metalcore
6403,Rock You Like A Hurricane,Scorpions,metalcore
6380,Sirens,Savatage,metalcore
6299,Crazy Train,Ozzy Osbourne,metalcore
5760,Hall of the Mountain King,Apocalyptica,metalcore
6448,Get Inside,Stone Sour,metalcore
6283,Ghost of Perdition,Opeth,metalcore
6174,Iron Tusk,Mastodon,metalcore
6431,Beggar's Day,Skid Row,metalcore
5919,Land of Confusion,Disturbed,metalcore
6488,Love Song,Tesla,metalcore
6586,Heaven Nor Hell,Volbeat,metalcore
6106,No Presents for Christmas,King Diamond,metalcore
6414,Roots Bloody Roots,Sepultura,metalcore
6070,Meet Your Maker,In Flames,metalcore
6514,Still In Love With You,Thin Lizzy,metalcore
6467,How Will I Laugh Tomorrow,Suicidal Tendencies,metalcore
6112,The Invisible Guests,King Diamond,metalcore
6261,Hair Of The Dog,Nazareth,metalcore
5888,Hush,Deep Purple,metalcore
6598,"Electric Head,Part 1 (The Agony)",White Zombie,metalcore
6334,Mama Weer All Crazee Now,Quiet Riot,metalcore
6329,Don't Wanna Let You Go,Quiet Riot,metalcore
6187,Symphony Of Destruction,Megadeth,metalcore
6286,Feel the Fire,Overkill,metalcore
6227,London Dungeon,Misfits,metalcore
6354,Slip of the Lip,Ratt,metalcore
5796,Bored to Tears,Black Label Society,metalcore
6113,Funeral,King Diamond,metalcore
5903,Armageddon It,Def Leppard,metalcore
6049,The Sign of the Southern Cross - Live from Radio City Music Hall,Heaven & Hell,metalcore
6379,Metal Crüe,Sabaton,metalcore
5737,Nutshell,Alice In Chains,metalcore
5905,Love Bites,Def Leppard,metalcore
6296,Fear His Name,Overkill,metalcore
5714,Balls to the Wall,Accept,metalcore
6566,Dance the Night Away,Van Halen,metalcore
6222,Nothing Else Matters,Metallica,metalcore
5842,Hand Of Blood,Bullet For My Valentine,metalcore
6538,Down from the Sky,Trivium,metalcore
5921,Stricken,Disturbed,metalcore
6262,Love Hurts,Nazareth,metalcore
6228,"Die,Die My Darling",Misfits,metalcore
6127,Extreme Aggression,Kreator,metalcore
5847,Scream Aim Fire,Bullet For My Valentine,metalcore
6591,Wild Child,W.A.S.P.,metalcore
6259,Beggars Day,Nazareth,metalcore
6209,Start the Fire,Metal Church,metalcore
6545,I Am (I'm Me),Twisted Sister,metalcore
5735,Would? (2022 Remaster),Alice In Chains,metalcore
6047,Falling off the Edge of the World - Live from Radio City Music Hall,Heaven & Hell,metalcore
6210,Beyond the Black,Metal Church,metalcore
6168,Coma White,Marilyn Manson,metalcore
5785,Hail to the King,Avenged Sevenfold,metalcore
6229,Teenagers From Mars,Misfits,metalcore
6518,Jailbreak,Thin Lizzy,metalcore
5934,In My Dreams,Dokken,metalcore
6351,Wanted Man,Ratt,metalcore
5816,Iron Man - 2012 - Remaster,Black Sabbath,metalcore
6179,Sultan's Curse,Mastodon,metalcore
6507,Wild Flower,The Cult,metalcore
6493,Into the Now,Tesla,metalcore
6301,Suicide Solution,Ozzy Osbourne,metalcore
6268,The Phantom Of The Opera,Nightwish,metalcore
5858,Devoured by Vermin,Cannibal Corpse,metalcore
6496,Into the Pit,Testament,metalcore
6315,5 Minutes Alone,Pantera,metalcore
5972,The Last Act of Defiance,Exodus,metalcore
6369,Primo Victoria,Sabaton,metalcore
5944,Dawn Over A New World,DragonForce,metalcore
6058,Eagle Fly Free - 2024 Remaster,Helloween,metalcore
5863,Cherry Orchards,Celtic Frost,metalcore
5757,Got The Time,Anthrax,metalcore
6468,I Saw Your Mommy...,Suicidal Tendencies,metalcore
5741,The Pursuit Of Vikings,Amon Amarth,metalcore
6384,When the Crowds Are Gone,Savatage,metalcore
6603,Super Charger Heaven,White Zombie,metalcore
5755,Indians,Anthrax,metalcore
6510,Edie (Ciao Baby),The Cult,metalcore
6472,You Can't Bring Me Down,Suicidal Tendencies,metalcore
6614,Black Star,Yngwie Malmsteen,metalcore
6477,Prison Song,System Of A Down,metalcore
5996,Burn It Down,Five Finger Death Punch,metalcore
6075,Hallowed Be Thy Name,Iron Maiden,metalcore
5801,In This River,Black Label Society,metalcore
6498,Practice What You Preach,Testament,metalcore
5958,Sinner,Drowning Pool,metalcore
6390,Heavy Metal Thunder (2009 Remaster),Saxon,metalcore
6233,Too Fast for Love,Motley Crue,metalcore
6407,Beneath the Remains,Sepultura,metalcore
5712,Fast as a Shark,Accept,metalcore
5914,We Rock,Dio,metalcore
6422,Simple Man - Rock Version,Shinedown,metalcore
6339,Man On The Silver Mountain,Rainbow,metalcore
6320,Take Hold Of The Flame,Queensryche,metalcore
6523,Scent of Dark,Tony Iommi,metalcore
6587,Fallen,Volbeat,metalcore
5745,The Berserker at Stamford Bridge,Amon Amarth,metalcore
6495,Disciples of the Watch,Testament,metalcore
6537,Like Light to the Flies,Trivium,metalcore
6034,Sweet Child O' Mine,Guns N' Roses,metalcore
5893,Smoke on the Water,Deep Purple,metalcore
6418,Bully,Shinedown,metalcore
5970,Blacklist,Exodus,metalcore
6146,Ten Ton Hammer,Machine Head,metalcore
6474,Suite-Pee,System Of A Down,metalcore
5709,The Outsider,A Perfect Circle,metalcore
6282,Deliverance,Opeth,metalcore
6071,I Am Above,In Flames,metalcore
6590,Blind In Texas,W.A.S.P.,metalcore
5752,Belly Of The Beast,Anthrax,metalcore
6363,Demon Speeding,Rob Zombie,metalcore
5976,Midlife Crisis,Faith No More,metalcore
6564,Eruption,Van Halen,metalcore
6014,Bad Religion,Godsmack,metalcore
6007,Year Zero,Ghost,metalcore
6317,Revolution Is My Name,Pantera,metalcore
5809,War Pigs / Luke's Wall,Black Sabbath,metalcore
6579,Possessed,Venom,metalcore
6224,Hybrid Moments - C.I. Recording 1978,Misfits,metalcore
6023,The Heaviest Matter of the Universe,Gojira,metalcore
6087,Breaking the Law,Judas Priest,metalcore
5821,The Bard's Song - In the Forest - Remastered 2007,Blind Guardian,metalcore
6161,Warriors of the World United,Manowar,metalcore
5769,My Apocalypse,Arch Enemy,metalcore
6066,The Quiet Place,In Flames,metalcore
5707,Pet,A Perfect Circle,metalcore
6164,The Beautiful People,Marilyn Manson,metalcore
5720,Ballad of Dwight Fry,Alice Cooper,metalcore
5879,Bodom After Midnight,Children Of Bodom,metalcore
6077,The Number of the Beast,Iron Maiden,metalcore
5960,Soldiers,Drowning Pool,metalcore
6392,Wheels of Steel (1997 - Remaster),Saxon,metalcore
6424,Cut the Cord,Shinedown,metalcore
6185,Tornado Of Souls,Megadeth,metalcore
6536,Pull Harder on the Strings of Your Martyr,Trivium,metalcore
6352,You're in Love,Ratt,metalcore
6121,Love Gun,Kiss,metalcore
6618,Trilogy Suite Op: 5,Yngwie Malmsteen,metalcore
6220,One,Metallica,metalcore
5810,Wasp / Behind the Wall of Sleep / Bassically / N.I.B.,Black Sabbath,metalcore
6195,Melissa,Mercyful Fate,metalcore
5940,Through the Fire and Flames,DragonForce,metalcore
5793,Satan's Sword (I Have Become) (Live),Behemoth,metalcore
6505,Spiritwalker,The Cult,metalcore
6319,Queen Of The Reich - Remastered 2003,Queensryche,metalcore
5866,The Usurper,Celtic Frost,metalcore
5881,Twist Of Cain,Danzig,metalcore
6520,Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,metalcore
6439,Spit It Out,Slipknot,metalcore
6447,Bother,Stone Sour,metalcore
5918,Stupify,Disturbed,metalcore
5830,I Love the Night,Blue Oyster Cult,metalcore
6393,Princess of the Night,Saxon,metalcore
6079,The Trooper,Iron Maiden,metalcore
6611,Still of the Night - 2018 Remaster,Whitesnake,metalcore
6188,A Tout Le Monde - Remastered 2004,Megadeth,metalcore
6387,The Wake of Magellan,Savatage,metalcore
6104,In Due Time,Killswitch Engage,metalcore
6263,Expect No Mercy,Nazareth,metalcore
6469,Pledge Your Allegiance,Suicidal Tendencies,metalcore
5788,Conquer All,Behemoth,metalcore
6169,Tainted Love,Marilyn Manson,metalcore
6555,Rock Bottom - 2007 Remaster,UFO,metalcore
6455,Creep,Stone Temple Pilots,metalcore
5959,Tear Away,Drowning Pool,metalcore
6328,Jet City Woman,Queensryche,metalcore
6502,Low,Testament,metalcore
5942,The Last Journey Home,DragonForce,metalcore
6289,Rotten to the Core,Overkill,metalcore
5827,(Don't Fear) The Reaper,Blue Oyster Cult,metalcore
5734,Them Bones (2022 Remaster),Alice In Chains,metalcore
6410,Territory,Sepultura,metalcore
6053,Rock and Roll Angel,Heaven & Hell,metalcore
5883,Her Black Wings,Danzig,metalcore
6574,Black Metal,Venom,metalcore
6095,Painkiller,Judas Priest,metalcore
6143,Contractor,Lamb of God,metalcore
6082,Powerslave,Iron Maiden,metalcore
6216,Fade To Black,Metallica,metalcore
5798,Crazy Horse,Black Label Society,metalcore
6020,Under Your Scars,Godsmack,metalcore
5924,Indestructible,Disturbed,metalcore
6512,Sweet Soul Sister,The Cult,metalcore
6394,Power and the Glory - 1999 Remaster,Saxon,metalcore
5836,Dive! Dive! Dive!,Bruce Dickinson,metalcore
6542,Until the World Goes Cold,Trivium,metalcore
6232,Live Wire,Motley Crue,metalcore
5743,Runes To My Memory,Amon Amarth,metalcore
6072,Dead End,In Flames,metalcore
6558,Love to Love - 2008 Remaster,UFO,metalcore
6036,Patience,Guns N' Roses,metalcore
6194,Into the Coven,Mercyful Fate,metalcore
6314,Walk,Pantera,metalcore
6461,Lady Picture Show,Stone Temple Pilots,metalcore
6337,Cum On Feel the Noize - Re-Recorded,Quiet Riot,metalcore
6117,Detroit Rock City - 2012 Remix,Kiss,metalcore
5975,A Small Victory,Faith No More,metalcore
6335,Party All Night,Quiet Riot,metalcore
5710,I'm A Rebel,Accept,metalcore
6173,Colony of Birchmen,Mastodon,metalcore
6608,Crying in the Rain - 1987 Version; 2018 Remaster,Whitesnake,metalcore
6215,Creeping Death,Metallica,metalcore
6597,Black Sunshine,White Zombie,metalcore
5898,Foolin',Def Leppard,metalcore
5947,Pull Me Under,Dream Theater,metalcore
6594,Chainsaw Charlie(Murders In The New Morgue),W.A.S.P.,metalcore
6400,Blackout,Scorpions,metalcore
6258,Broken Down Angel,Nazareth,metalcore
6089,Electric Eye,Judas Priest,metalcore
5913,The Last in Line,Dio,metalcore
5868,Circle of the Tyrants,Celtic Frost,metalcore
6288,Powersurge,Overkill,metalcore
5850,The Last Fight,Bullet For My Valentine,metalcore
6061,Forever and One (Neverland),Helloween,metalcore
6546,You Can't Stop Rock 'N' Roll,Twisted Sister,metalcore
5872,Sixpounder,Children Of Bodom,metalcore
5815,Heaven and Hell - 2008 Remaster,Black Sabbath,metalcore
6073,Phantom of the Opera,Iron Maiden,metalcore
6449,30/30-150,Stone Sour,metalcore
6548,I Wanna Rock,Twisted Sister,metalcore
6207,Metal Church,Metal Church,metalcore
6408,Kaiowas,Sepultura,metalcore
6451,Through Glass,Stone Sour,metalcore
6612,Fool for Your Loving - 2019 Remaster,Whitesnake,metalcore
6373,Carolus Rex - English Version,Sabaton,metalcore
6120,Christine Sixteen,Kiss,metalcore
5753,Caught In A Mosh,Anthrax,metalcore
5814,Heaven and Hell,Black Sabbath,metalcore
5762,Bittersweet,Apocalyptica,metalcore
6074,Fear of the Dark,Iron Maiden,metalcore
5864,Dethroned Emperor,Celtic Frost,metalcore
6273,Amaranth,Nightwish,metalcore
6128,Coma of Souls,Kreator,metalcore
6549,S.M.F.,Twisted Sister,metalcore
6599,"Electric Head,Part 2 (The Ecstasy)",White Zombie,metalcore
5790,Ov Fire And The Void,Behemoth,metalcore
6376,To Hell and Back,Sabaton,metalcore
6356,Dance,Ratt,metalcore
5804,Black Sabbath,Black Sabbath,metalcore
6362,Superbeast,Rob Zombie,metalcore
5984,Edgecrusher,Fear Factory,metalcore
6341,Long Live Rock N Roll,Rainbow,metalcore
6479,Spiders,System Of A Down,metalcore
6517,Emerald - Alternate Version,Thin Lizzy,metalcore
5951,Scene Seven: I. The Dance of Eternity,Dream Theater,metalcore
6086,Hell Bent for Leather,Judas Priest,metalcore
6214,Seek & Destroy,Metallica,metalcore
5909,Holy Diver,Dio,metalcore
5826,The Red & the Black,Blue Oyster Cult,metalcore
5886,Mother,Danzig,metalcore
6531,Jambi,TOOL,metalcore
6303,Over the Mountain,Ozzy Osbourne,metalcore
5817,Majesty - Remastered 2017,Blind Guardian,metalcore
6399,The Zoo,Scorpions,metalcore
5994,Lift Me Up,Five Finger Death Punch,metalcore
5851,Butchered at Birth,Cannibal Corpse,metalcore
6389,747 (Strangers In the Night) (1997 - Remaster),Saxon,metalcore
5833,E.T.I. (Extraterrestrial Intelligence) - Remastered,Blue Oyster Cult,metalcore
6200,Rational Gaze,Meshuggah,metalcore
5974,Epic,Faith No More,metalcore
6152,Locust,Machine Head,metalcore
6013,Awake,Godsmack,metalcore
6534,Strife,Trivium,metalcore
5848,Waking the Demon,Bullet For My Valentine,metalcore
5742,Guardians Of Asgaard,Amon Amarth,metalcore
6446,Sulfur,Slipknot,metalcore
5901,Too Late For Love,Def Leppard,metalcore
5705,Counting Bodies Like Sheep To The Rhythm Of The War Drums,A Perfect Circle,metalcore
6126,Terrible Certainty,Kreator,metalcore
5731,Angry Chair (2022 Remaster),Alice In Chains,metalcore
5885,How The Gods Kill,Danzig,metalcore
6621,Facing The Animal,Yngwie Malmsteen,metalcore
6584,Cape Of Our Hero,Volbeat,metalcore
6434,Piece of Me,Skid Row,metalcore
6150,Imperium,Machine Head,metalcore
6204,Demiurge,Meshuggah,metalcore
5722,I'm Eighteen,Alice Cooper,metalcore
6530,Schism,TOOL,metalcore
6116,Beth - 2012 Remix,Kiss,metalcore
6561,Shoot Shoot - 2007 Remaster,UFO,metalcore
5929,Alone Again,Dokken,metalcore
5964,Bonded by Blood,Exodus,metalcore
6021,Flying Whales,Gojira,metalcore
6124,Flag of Hate,Kreator,metalcore
6060,Rise and Fall - 2024 Remaster,Helloween,metalcore
5803,Lost Heaven,Black Label Society,metalcore
5751,Among The Living,Anthrax,metalcore
6484,Little Suzi,Tesla,metalcore
5794,The Satanist,Behemoth,metalcore
6326,Empire,Queensryche,metalcore
5998,Wrong Side of Heaven,Five Finger Death Punch,metalcore
5928,Kiss Of Death,Dokken,metalcore
6118,God Of Thunder - 2012 Remix,Kiss,metalcore
6438,Left Behind,Slipknot,metalcore
6142,Ghost Walking,Lamb of God,metalcore
6002,Absolution,Ghost,metalcore
6202,Stengah,Meshuggah,metalcore
6217,For Whom The Bell Tolls,Metallica,metalcore
6302,Flying High Again,Ozzy Osbourne,metalcore
6415,Sepulnation,Sepultura,metalcore
6460,Vasoline,Stone Temple Pilots,metalcore
5777,Bat Country,Avenged Sevenfold,metalcore
6033,Rocket Queen,Guns N' Roses,metalcore
6085,Beyond the Realms of Death,Judas Priest,metalcore
6272,Wish I Had an Angel,Nightwish,metalcore
5857,Make Them Suffer,Cannibal Corpse,metalcore
6266,Elvenpath - Remastered,Nightwish,metalcore
6219,Master Of Puppets,Metallica,metalcore
6056,A Tale That Wasn't Right - 2024 Remaster,Helloween,metalcore
6238,Dr. Feelgood,Motley Crue,metalcore
6137,Omerta,Lamb of God,metalcore
6430,Youth Gone Wild,Skid Row,metalcore
6275,Storytime,Nightwish,metalcore
5931,It’s Not Love (Re-Recorded / Remastered),Dokken,metalcore
6368,"Foxy,Foxy",Rob Zombie,metalcore
6203,The Demon's Name Is Surveillance,Meshuggah,metalcore
6180,In My Darkest Hour - Remastered 2004,Megadeth,metalcore
6244,Overkill,Motörhead,metalcore
6366,"Never Gonna Stop (The Red,Red Kroovy)",Rob Zombie,metalcore
5877,In Your Face,Children Of Bodom,metalcore
5882,Am I Demon,Danzig,metalcore
6051,Bible Black,Heaven & Hell,metalcore
6212,Badlands,Metal Church,metalcore
6592,Scream Until You Like It - Live,W.A.S.P.,metalcore
6508,Lil' Devil,The Cult,metalcore
6526,Stinkfist,TOOL,metalcore
6267,Sleeping Sun,Nightwish,metalcore
5797,Concrete Jungle,Black Label Society,metalcore
6158,Sign Of The Hammer,Manowar,metalcore
6175,Crack the Skye,Mastodon,metalcore
5985,Replica,Fear Factory,metalcore
6297,Wrecking Crew,Overkill,metalcore
6076,Run to the Hills,Iron Maiden,metalcore
6134,Hourglass,Lamb of God,metalcore
6192,Curse of the Pharaohs,Mercyful Fate,metalcore
6307,No More Tears,Ozzy Osbourne,metalcore
6098,Holy Diver,Killswitch Engage,metalcore
6092,Turbo Lover - Remastered,Judas Priest,metalcore
6196,Nuns Have No Fun,Mercyful Fate,metalcore
6159,Hail and Kill,Manowar,metalcore
6601,Feed The Gods,White Zombie,metalcore
6346,All Night Long,Rainbow,metalcore
5767,We Will Rise,Arch Enemy,metalcore
5718,Dark Side of My Heart,Accept,metalcore
6487,Heaven's Trail (No Way Out),Tesla,metalcore
6221,Enter Sandman,Metallica,metalcore
6271,Planet Hell,Nightwish,metalcore
6144,Hallowed Be Thy Name,Machine Head,metalcore
6248,Orgasmatron,Motörhead,metalcore
6096,Painkiller,Judas Priest,metalcore
5716,Metal Heart,Accept,metalcore
6129,Violent Revolution,Kreator,metalcore
6243,Damage Case,Motörhead,metalcore
6276,Demon Of The Fall,Opeth,metalcore
6197,The Oath,Mercyful Fate,metalcore
6519,The Boys Are Back In Town,Thin Lizzy,metalcore
6269,Ghost Love Score,Nightwish,metalcore
6375,The Final Solution,Sabaton,metalcore
6093,Turbo Lover - Remastered,Judas Priest,metalcore
6462,Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,metalcore
6041,Made In Hell,Halford,metalcore
5806,Jack the Stripper / Fairies Wear Boots,Black Sabbath,metalcore
6160,Kings of Metal,Manowar,metalcore
5782,Scream,Avenged Sevenfold,metalcore
5845,Alone,Bullet For My Valentine,metalcore
5950,Scene Four: Beyond This Life,Dream Theater,metalcore
6516,Cowboy Song,Thin Lizzy,metalcore
6585,For Evigt,Volbeat,metalcore
6130,Enemy of God,Kreator,metalcore
6133,Phantom Antichrist,Kreator,metalcore
6521,My Sarah,Thin Lizzy,metalcore
5953,In the Name of God,Dream Theater,metalcore
6595,Heaven's Hung in Black,W.A.S.P.,metalcore
6237,Wild Side,Motley Crue,metalcore
6099,Rose of Sharyn,Killswitch Engage,metalcore
6501,Electric Crown,Testament,metalcore
6306,"Mama,I'm Coming Home",Ozzy Osbourne,metalcore
6456,Dead & Bloated - 2017 Remaster,Stone Temple Pilots,metalcore
6291,Coma,Overkill,metalcore
6604,Here I Go Again,Whitesnake,metalcore
6350,Lay It Down,Ratt,metalcore
6557,Lights Out - 2008 Remaster,UFO,metalcore
5727,Billion Dollar Babies - Live in Columbus,Alice Cooper,metalcore
6191,Black Funeral,Mercyful Fate,metalcore
6436,The Threat,Skid Row,metalcore
6421,Second Chance,Shinedown,metalcore
6157,Carry On,Manowar,metalcore
6042,Resurrection,Halford,metalcore
5927,Breaking The Chains,Dokken,metalcore
6382,Power of the Night,Savatage,metalcore
5890,Child in Time,Deep Purple,metalcore
6556,Cherry - 2008 Remaster,UFO,metalcore
5978,Falling to Pieces,Faith No More,metalcore
6504,She Sells Sanctuary,The Cult,metalcore
6588,The Devil's Bleeding Crown,Volbeat,metalcore
5865,Procreation (Of the Wicked),Celtic Frost,metalcore
6331,Slick Black Cadillac,Quiet Riot,metalcore
6211,The Dark,Metal Church,metalcore
5700,3 Libras,A Perfect Circle,metalcore
6277,The Moor (Remastered),Opeth,metalcore
6570,Jump,Van Halen,metalcore
6589,I Wanna Be Somebody,W.A.S.P.,metalcore
6298,Ironbound,Overkill,metalcore
6617,Dreaming (Tell Me),Yngwie Malmsteen,metalcore
6316,I'm Broken,Pantera,metalcore
6057,Dr. Stein - 2024 Remaster,Helloween,metalcore
6491,Edison's Medicine,Tesla,metalcore
6063,Cloud Connected,In Flames,metalcore
6348,Round and Round,Ratt,metalcore
6409,Refuse / Resist,Sepultura,metalcore
5982,From Out of Nowhere,Faith No More,metalcore
